meter_id,meter_name,meter_site_identifier,meter_site_name,arrondissement,latitude,longitude,total_hourly_countings,avg_hourly_countings,max_hourly_countings,n_records,first_count_date,last_count_date,avg_temperature,avg_precipitation,avg_weekday_countings,avg_weekend_countings,avg_weather_clear,avg_weather_heavy rain,avg_weather_light rain,avg_weather_snowfall,arrondissement_label,coverage_status,meters_vs_hourly_gap_pct,meter_vs_area_gap_pct,area_share_pct,meters_share_pct,hourly_share_pct,map_tooltip
100003098-101003098,106 avenue Denfert Rochereau NE-SO,100003098.0,106 avenue Denfert Rochereau,14,48.83507,2.33305,0,0.0,0,9883,2024-12-01,2026-01-18,11.947045132564257,0.08618700667880996,0.0,0.0,0.0,0.0,0.0,0.0,14e,Over-covered,3.9476049407200176,3.944257880687913,5.334092634776005,9.278350515463918,5.330745574743901,106 avenue Denfert Rochereau NE-SO | 14e | Over-covered
100056035-353266462,Quai des Tuileries NO-SE,100056035.0,Quai des Tuileries,1,48.8635,2.32239,834217,84.40074868474302,819,9884,2024-12-01,2026-01-18,11.946868359809773,0.08618840433066882,98.4142776043145,49.60887949260042,86.46736416597314,63.79538904899135,76.63820018365473,36.94444444444444,1e,Over-covered,0.4739005667387972,2.38680929009229,1.7369020501138952,4.123711340206185,3.649810773467388,Quai des Tuileries NO-SE | 1e | Over-covered
100056038-101056038,44 avenue des Champs Elysées SE-NO,100056038.0,44 avenue des Champs Elysées,8,48.86999,2.30743,958188,98.3866926789198,601,9739,2024-12-01,2026-01-18,12.046580406654344,0.08707126720065722,111.51937202938211,65.77575107296137,101.3639546112989,65.125,87.81860465116279,46.05714285714286,8e,Under-covered,-0.4095273384328424,0.4410993432433914,3.6826119969627937,4.123711340206185,4.5332386786390275,44 avenue des Champs Elysées SE-NO | 8e | Under-covered
100056039-101056039,180 avenue d'Italie N-S,100056039.0,180 avenue d'Italie,13,48.82048,2.35873,420527,42.344879669721074,271,9931,2024-12-01,2026-01-18,11.915438066465256,0.08599194360523665,47.597598870056494,29.300596282006314,43.115147928994084,36.502873563218394,39.137773722627735,15.805555555555555,13e,Over-covered,2.962558501162091,6.615805211782481,6.786256643887622,13.402061855670103,10.439503354508012,180 avenue d'Italie N-S | 13e | Over-covered
100056040-101056040,129 rue Lecourbe SO-NE,100056040.0,129 rue Lecourbe,15,48.84222,2.30102,521452,53.020030503304525,425,9835,2024-12-01,2026-01-18,11.979987797437461,0.08647549318690258,59.90372272143774,35.930240793201136,53.96439240052575,41.005780346820806,50.52262234533703,25.194444444444443,15e,Over-covered,2.7656067757907845,2.260683058184407,8.048595292331056,10.309278350515463,7.543671574724678,129 rue Lecourbe SO-NE | 15e | Over-covered
100056041-101056041,147 avenue d'Italie S-N,100056041.0,147 avenue d'Italie,13,48.82026,2.35919,497875,50.72592969943963,283,9815,2024-12-01,2026-01-18,11.99319339718769,0.08669248013042592,55.47463923417631,38.92329545454545,51.863903198754045,38.34971098265896,46.89134438305709,21.65714285714286,13e,Over-covered,2.962558501162091,6.615805211782481,6.786256643887622,13.402061855670103,10.439503354508012,147 avenue d'Italie S-N | 13e | Over-covered
100056042-101056042,33 avenue des Champs Elysées NO-SE,100056042.0,33 avenue des Champs Elysées,8,48.86999,2.30722,1079055,109.18294040271172,802,9883,2024-12-01,2026-01-18,11.947045132564257,0.08618700667880996,126.90503903477644,65.18992248062015,111.52407561526573,81.4178674351585,102.12775735294117,45.166666666666664,8e,Under-covered,-0.4095273384328424,0.4410993432433914,3.6826119969627937,4.123711340206185,4.5332386786390275,33 avenue des Champs Elysées NO-SE | 8e | Under-covered
100056044-101056044,132 rue Lecourbe NE-SO,100056044.0,132 rue Lecourbe,15,48.84209,2.30115,635739,65.25084676177768,1227,9743,2024-12-01,2026-01-18,12.04570929993841,0.08705604598645042,72.14265150424643,48.12732474964235,65.7437846970794,58.10174418604651,64.38718662952647,45.91428571428571,15e,Over-covered,2.7656067757907845,2.260683058184407,8.048595292331056,10.309278350515463,7.543671574724678,132 rue Lecourbe NE-SO | 15e | Over-covered
100056045-101056045,Pont de la Concorde N-S,100056045.0,Pont de la Concorde,7,48.86373,2.31973,1337662,134.7091641490433,735,9930,2024-12-01,2026-01-18,11.91530869171115,0.08600060429046227,152.9766916231106,89.35110487548229,138.0797727541721,99.88218390804597,122.14233576642336,64.55555555555556,7e,Under-covered,-2.2833896533752913,3.334566219696436,3.881928625664388,7.216494845360824,9.499884498736115,Pont de la Concorde N-S | 7e | Under-covered
100056046-101056046,Pont des Invalides S-N,100056046.0,Pont des Invalides,7,48.86279,2.31055,514959,52.61663431082047,449,9787,2024-12-01,2026-01-18,12.012691600245248,0.08678724708767627,63.23247814246811,26.258362989323842,54.25942829690128,34.69565217391305,46.55,26.97142857142857,7e,Under-covered,-2.2833896533752913,3.334566219696436,3.881928625664388,7.216494845360824,9.499884498736115,Pont des Invalides S-N | 7e | Under-covered
100056047-101056047,Pont de la Concorde S-N,100056047.0,Pont de la Concorde,7,48.8638,2.3202,1336787,134.6074916926795,674,9931,2024-12-01,2026-01-18,11.915438066465256,0.08599194360523665,152.11793785310735,91.12311469659768,137.86781065088758,99.80747126436782,122.76824817518248,68.5,7e,Under-covered,-2.2833896533752913,3.334566219696436,3.881928625664388,7.216494845360824,9.499884498736115,Pont de la Concorde S-N | 7e | Under-covered
100056223-101056223,Pont des Invalides (couloir bus) N-S,100056223.0,Pont des Invalides (couloir bus),7,48.86281,2.31037,432520,43.97315982106547,398,9836,2024-12-01,2026-01-14,11.945856634468734,0.08644636502287749,52.32480091012514,23.028530670470754,44.460747998566134,37.32471264367816,43.0637707948244,22.666666666666668,7e,Under-covered,-2.2833896533752913,3.334566219696436,3.881928625664388,7.216494845360824,9.499884498736115,Pont des Invalides (couloir bus) N-S | 7e | Under-covered
100056226-103056226,Face au 8 avenue de la porte de Charenton SE-NO,100056226.0,Face au 8 avenue de la porte de Charenton,12,48.830331,2.400551,16145,1.6415861718352822,93,9835,2024-12-01,2026-01-18,11.979987797437461,0.08647549318690258,1.5084866638140066,1.9720254957507082,1.647030708567332,1.2976878612716762,1.7313019390581716,1.0277777777777777,12e,Over-covered,7.526624613881214,1.0240784663676443,15.470766894457096,16.49484536082474,8.968220746943526,Face au 8 avenue de la porte de Charenton SE-NO | 12e | Over-covered
100056226-104056226,Face au 8 avenue de la porte de Charenton NO-SE,100056226.0,Face au 8 avenue de la porte de Charenton,12,48.830331,2.400551,47903,4.870665988815455,68,9835,2024-12-01,2026-01-18,11.979987797437461,0.08647549318690258,4.813293396091856,5.013101983002833,4.972517624566854,3.930635838150289,4.473684210526316,2.2222222222222223,12e,Over-covered,7.526624613881214,1.0240784663676443,15.470766894457096,16.49484536082474,8.968220746943526,Face au 8 avenue de la porte de Charenton NO-SE | 12e | Over-covered
100056327-103056327,Face au 4 avenue de la porte de Bagnolet E-O,100056327.0,Face au 4 avenue de la porte de Bagnolet,20,48.86485,2.40966,508747,51.98191478491877,350,9787,2024-12-01,2026-01-18,12.012691600245248,0.08678724708767627,58.525154077683816,35.7355871886121,52.989310593322124,39.89855072463768,48.87870370370371,28.37142857142857,20e,Over-covered,3.0073868293558057,-0.521139108721008,5.675778283978739,5.154639175257731,2.1472523459019257,Face au 4 avenue de la porte de Bagnolet E-O | 20e | Over-covered
100056327-104056327,Face au 4 avenue de la porte de Bagnolet O-E,100056327.0,Face au 4 avenue de la porte de Bagnolet,20,48.86485,2.40966,347635,35.52007765403086,234,9787,2024-12-01,2026-01-18,12.012691600245248,0.08678724708767627,40.15708757345564,24.0067615658363,35.80434782608695,32.84057971014493,34.71111111111111,19.714285714285715,20e,Over-covered,3.0073868293558057,-0.521139108721008,5.675778283978739,5.154639175257731,2.1472523459019257,Face au 4 avenue de la porte de Bagnolet O-E | 20e | Over-covered
100056329-103056329,Pont Charles De Gaulle SO-NE,100056329.0,Pont Charles De Gaulle,12,48.84223,2.36811,451953,46.40650990861485,348,9739,2024-12-01,2026-01-18,12.046580406654344,0.08707126720065722,55.09333141293389,24.835479256080113,47.20328343795268,37.60755813953488,43.944186046511625,20.914285714285715,12e,Over-covered,7.526624613881214,1.0240784663676443,15.470766894457096,16.49484536082474,8.968220746943526,Pont Charles De Gaulle SO-NE | 12e | Over-covered
100056329-104056329,Pont Charles De Gaulle NE-SO,100056329.0,Pont Charles De Gaulle,12,48.84223,2.36811,470265,48.28678509087175,329,9739,2024-12-01,2026-01-18,12.046580406654344,0.08707126720065722,56.87570214604638,26.95886981402003,49.6578947368421,35.07848837209303,42.644651162790694,27.4,12e,Over-covered,7.526624613881214,1.0240784663676443,15.470766894457096,16.49484536082474,8.968220746943526,Pont Charles De Gaulle NE-SO | 12e | Over-covered
100056330-103056330,36 quai de Grenelle SO-NE,100056330.0,36 quai de Grenelle,15,48.85174,2.28593,684779,70.313071157203,533,9739,2024-12-01,2026-01-18,12.046580406654344,0.08707126720065722,78.75140429209276,49.359084406294706,72.29261226460648,48.73255813953488,63.2753488372093,31.62857142857143,15e,Over-covered,2.7656067757907845,2.260683058184407,8.048595292331056,10.309278350515463,7.543671574724678,36 quai de Grenelle SO-NE | 15e | Over-covered
100056330-104056330,36 quai de Grenelle NE-SO,100056330.0,36 quai de Grenelle,15,48.85174,2.28593,995671,102.23544511756855,731,9739,2024-12-01,2026-01-18,12.046580406654344,0.08707126720065722,112.91459023476884,75.71709585121603,105.33920811202317,73.59011627906976,89.32,46.68571428571428,15e,Over-covered,2.7656067757907845,2.260683058184407,8.048595292331056,10.309278350515463,7.543671574724678,36 quai de Grenelle NE-SO | 15e | Over-covered
100056331-103056331,Face au 40 quai D'Issy SO-NE,100056331.0,Face au 40 quai D'Issy,15,48.83428,2.26526,234181,24.045692576239862,231,9739,2024-12-01,2026-01-18,12.046580406654344,0.08707126720065722,28.326948005185077,13.414520743919885,24.822911636890392,16.194767441860463,21.038139534883722,10.314285714285715,15e,Over-covered,2.7656067757907845,2.260683058184407,8.048595292331056,10.309278350515463,7.543671574724678,Face au 40 quai D'Issy SO-NE | 15e | Over-covered
100056331-104056331,Face au 40 quai D'Issy NE-SO,100056331.0,Face au 40 quai D'Issy,15,48.83428,2.26526,308029,31.628401273231336,267,9739,2024-12-01,2026-01-18,12.046580406654344,0.08707126720065722,37.26227855393922,17.638412017167383,32.53524867213906,22.88081395348837,27.983255813953487,15.485714285714286,15e,Over-covered,2.7656067757907845,2.260683058184407,8.048595292331056,10.309278350515463,7.543671574724678,Face au 40 quai D'Issy NE-SO | 15e | Over-covered
100056332-103056332,Pont de Bercy NE-SO,100056332.0,Pont de Bercy,12,48.83848,2.37587,566959,58.21531984803368,435,9739,2024-12-01,2026-01-18,12.046580406654344,0.08707126720065722,65.79317297997983,39.398068669527895,59.762795750845,41.79651162790697,52.55255813953488,28.17142857142857,12e,Over-covered,7.526624613881214,1.0240784663676443,15.470766894457096,16.49484536082474,8.968220746943526,Pont de Bercy NE-SO | 12e | Over-covered
100056332-104056332,Pont de Bercy SO-NE,100056332.0,Pont de Bercy,12,48.83848,2.37587,493662,50.689187801622346,346,9739,2024-12-01,2026-01-18,12.046580406654344,0.08707126720065722,57.87930289500216,32.83476394849785,51.50120714630613,41.45639534883721,48.25302325581395,24.857142857142858,12e,Over-covered,7.526624613881214,1.0240784663676443,15.470766894457096,16.49484536082474,8.968220746943526,Pont de Bercy SO-NE | 12e | Over-covered
100056334-103056334,38 rue Turbigo NE-SO,100056334.0,38 rue Turbigo,3,48.86502,2.35387,1218662,125.37674897119342,637,9720,2024-12-01,2026-01-18,12.053791542339747,0.08719004012758513,135.13807047949163,101.20386266094421,128.01572327044025,92.69186046511628,117.86847014925372,54.628571428571426,3e,Under-covered,-7.154859479965472,3.0132329802973015,1.1104783599088837,4.123711340206185,11.278570820171657,38 rue Turbigo NE-SO | 3e | Under-covered
100056334-104056334,38 rue Turbigo SO-NE,100056334.0,38 rue Turbigo,3,48.86502,2.35387,1530238,157.43189300411524,916,9720,2024-12-01,2026-01-18,12.053791542339747,0.08719004012758513,169.26198729058348,128.13590844062946,159.57837445573296,134.4331395348837,151.11194029850745,71.08571428571429,3e,Under-covered,-7.154859479965472,3.0132329802973015,1.1104783599088837,4.123711340206185,11.278570820171657,38 rue Turbigo SO-NE | 3e | Under-covered
100056335-103056335,Quai d'Orsay O-E,100056335.0,Quai d'Orsay,7,48.8629,2.3118,1237328,128.47347108296128,3070,9631,2024-12-01,2026-01-18,11.8671235721703,0.08708203530633438,139.46860888565186,101.18438177874187,131.335901198337,92.63478260869566,120.60690943043885,58.416666666666664,7e,Under-covered,-2.2833896533752913,3.334566219696436,3.881928625664388,7.216494845360824,9.499884498736115,Quai d'Orsay O-E | 7e | Under-covered
100056335-104056335,Quai d'Orsay E-O,100056335.0,Quai d'Orsay,7,48.8629,2.3118,1476335,153.38545454545454,1057,9625,2024-12-01,2026-01-18,11.867892768079802,0.08706359102244389,163.64530225782957,127.8659420289855,157.45957186544342,108.35942028985507,139.5561797752809,70.02777777777777,7e,Under-covered,-2.2833896533752913,3.334566219696436,3.881928625664388,7.216494845360824,9.499884498736115,Quai d'Orsay E-O | 7e | Under-covered
100056336-103056336,27 quai de la Tournelle SE-NO,100056336.0,27 quai de la Tournelle,5,48.85013,2.35423,1588643,160.74501669533544,889,9883,2024-12-01,2026-01-18,11.947045132564257,0.08618700667880996,176.64953867991483,121.26391825229034,165.02972298180953,114.22478386167147,145.34742647058823,75.41666666666667,5e,Under-covered,-1.2847551715050698,-0.34892641038285976,2.4107820804859523,2.0618556701030926,3.3466108416081624,27 quai de la Tournelle SE-NO | 5e | Under-covered
100056336-104056336,27 quai de la Tournelle NO-SE,100056336.0,27 quai de la Tournelle,5,48.85013,2.35423,935775,94.68531822321158,600,9883,2024-12-01,2026-01-18,11.947045132564257,0.08618700667880996,102.75344215755855,74.65715292459478,96.79812150754964,73.84726224783861,86.81341911764706,40.833333333333336,5e,Under-covered,-1.2847551715050698,-0.34892641038285976,2.4107820804859523,2.0618556701030926,3.3466108416081624,27 quai de la Tournelle NO-SE | 5e | Under-covered
100057329-103057329,Totem 85 quai d'Austerlitz SE-NO,100057329.0,Totem 85 quai d'Austerlitz,13,48.84201,2.36729,1199188,122.46609477124183,617,9792,2024-12-01,2026-01-18,11.998794811561638,0.08624246757226024,136.8574084668192,86.52892857142857,125.22671142548855,92.64057971014493,112.82600561272217,55.361111111111114,13e,Over-covered,2.962558501162091,6.615805211782481,6.786256643887622,13.402061855670103,10.439503354508012,Totem 85 quai d'Austerlitz SE-NO | 13e | Over-covered
100057329-104057329,Totem 85 quai d'Austerlitz NO-SE,100057329.0,Totem 85 quai d'Austerlitz,13,48.84201,2.36729,849477,88.00134673158604,512,9653,2024-12-01,2026-01-18,12.064069622876087,0.08578532946539577,98.4457935819601,61.582815356489945,89.97592705167173,67.03235294117647,81.19980970504281,35.166666666666664,13e,Over-covered,2.962558501162091,6.615805211782481,6.786256643887622,13.402061855670103,10.439503354508012,Totem 85 quai d'Austerlitz NO-SE | 13e | Over-covered
100057380-103057380,Totem Cours la Reine O-E,100057380.0,Totem Cours la Reine,8,48.86462,2.31444,1026974,104.42033553634977,1961,9835,2024-12-01,2026-01-18,11.979987797437461,0.08647549318690258,113.99757523891029,80.64341359773371,106.7022344366113,75.7485549132948,97.88457987072945,47.97222222222222,8e,Under-covered,-0.4095273384328424,0.4410993432433914,3.6826119969627937,4.123711340206185,4.5332386786390275,Totem Cours la Reine O-E | 8e | Under-covered
100057380-104057380,Totem Cours la Reine E-O,100057380.0,Totem Cours la Reine,8,48.86462,2.31444,355299,36.129652226967664,559,9834,2024-12-01,2026-01-18,11.980687480931557,0.08648428760296958,41.182168330955776,23.587818696883854,37.108030592734224,26.878612716763005,32.13573407202216,18.38888888888889,8e,Under-covered,-0.4095273384328424,0.4410993432433914,3.6826119969627937,4.123711340206185,4.5332386786390275,Totem Cours la Reine E-O | 8e | Under-covered
100057445-103057445,Totem 73 boulevard de Sébastopol N-S,100057445.0,Totem 73 boulevard de Sébastopol,3,48.86377,2.35096,2340780,238.00508388408744,975,9835,2024-12-01,2026-01-18,11.979987797437461,0.08647549318690258,258.51975467123094,187.07436260623228,242.76102282232046,179.01734104046244,224.28439519852262,112.25,3e,Under-covered,-7.154859479965472,3.0132329802973015,1.1104783599088837,4.123711340206185,11.278570820171657,Totem 73 boulevard de Sébastopol N-S | 3e | Under-covered
100057445-104057445,Totem 73 boulevard de Sébastopol S-N,100057445.0,Totem 73 boulevard de Sébastopol,3,48.86377,2.35096,3417980,350.34645346453465,1615,9756,2024-12-01,2026-01-18,11.92220399794977,0.08416196822142491,379.95613532110093,276.04532374100717,356.278907472025,285.7699115044248,331.15902712815716,160.61111111111111,3e,Under-covered,-7.154859479965472,3.0132329802973015,1.1104783599088837,4.123711340206185,11.278570820171657,Totem 73 boulevard de Sébastopol S-N | 3e | Under-covered
100065336-104065336,35 boulevard de Ménilmontant NO-SE,100065336.0,35 boulevard de Ménilmontant,11,48.860528,2.388364,1949070,200.13040353219017,1032,9739,2024-12-01,2026-01-18,12.046580406654344,0.08707126720065722,214.73124009794037,163.87374821173105,203.4845485272815,164.63662790697674,189.11348837209303,92.8,11e,Under-covered,-5.074140823171319,1.671343806996532,3.4832953682611993,5.154639175257731,10.22877999842905,35 boulevard de Ménilmontant NO-SE | 11e | Under-covered
300030116-353354957,24 boulevard Jourdan E-O,300030116.0,24 boulevard Jourdan,14,48.82029,2.33936,0,0.0,0,9790,2024-12-01,2026-01-18,12.012095208907958,0.08677086525692103,0.0,0.0,0.0,0.0,0.0,0.0,14e,Over-covered,3.9476049407200176,3.944257880687913,5.334092634776005,9.278350515463918,5.330745574743901,24 boulevard Jourdan E-O | 14e | Over-covered
300030120-353354985,9 boulevard Jourdan O-E,300030120.0,9 boulevard Jourdan,14,48.81964,2.34173,687738,70.61690111921142,467,9739,2024-12-01,2026-01-18,12.046580406654344,0.08707126720065722,81.02866196168803,44.76251788268956,71.88266537904394,56.473837209302324,66.54418604651163,36.285714285714285,14e,Over-covered,3.9476049407200176,3.944257880687913,5.334092634776005,9.278350515463918,5.330745574743901,9 boulevard Jourdan O-E | 14e | Over-covered
300030121-353354988,72 boulevard Brune NO-SE,300030121.0,72 boulevard Brune,14,48.82561,2.314274,492472,50.06323065975399,370,9837,2024-12-01,2026-01-18,11.979625864172428,0.08646807645384302,58.23998288892058,29.75743626062323,51.03536439665472,38.86705202312139,47.07656826568266,22.77777777777778,14e,Over-covered,3.9476049407200176,3.944257880687913,5.334092634776005,9.278350515463918,5.330745574743901,72 boulevard Brune NO-SE | 14e | Over-covered
300030139-353355137,56 boulevard Kellermann E-O,300030139.0,56 boulevard Kellermann,13,48.820988,2.350291,590550,60.3217568947906,531,9790,2024-12-01,2026-01-18,12.012095208907958,0.08677086525692103,69.66446991404011,37.11459074733096,62.011287223823246,43.971014492753625,53.702127659574465,25.257142857142856,13e,Over-covered,2.962558501162091,6.615805211782481,6.786256643887622,13.402061855670103,10.439503354508012,56 boulevard Kellermann E-O | 13e | Over-covered
300030160-353355230,163 boulevard Brune SE-NO,300030160.0,163 boulevard Brune,14,48.824237,2.321219,723484,73.90030643513789,630,9790,2024-12-01,2026-01-18,12.012095208907958,0.08677086525692103,85.6378223495702,44.74448398576512,75.94956772334294,53.266666666666666,66.104532839963,32.0,14e,Over-covered,3.9476049407200176,3.944257880687913,5.334092634776005,9.278350515463918,5.330745574743901,163 boulevard Brune SE-NO | 14e | Over-covered
300030163-353355237,27 boulevard Davout N-S,300030163.0,27 boulevard Davout,20,48.84935,2.41143,235670,24.079901910697863,172,9787,2024-12-01,2026-01-18,12.012691600245248,0.08678724708767627,26.98796044145048,16.859430604982208,24.65805909200096,17.855072463768117,22.100925925925925,9.457142857142857,20e,Over-covered,3.0073868293558057,-0.521139108721008,5.675778283978739,5.154639175257731,2.1472523459019257,27 boulevard Davout N-S | 20e | Over-covered
300030172-353355277,42 boulevard Soult S-N,300030172.0,42 boulevard Soult,12,48.8402,2.40889,650339,66.74935851380478,358,9743,2024-12-01,2026-01-18,12.04570929993841,0.08705604598645042,72.50914063624586,52.43848354792561,68.20745836350471,51.700581395348834,61.55710306406685,30.485714285714284,12e,Over-covered,7.526624613881214,1.0240784663676443,15.470766894457096,16.49484536082474,8.968220746943526,42 boulevard Soult S-N | 12e | Over-covered
300030172-353355278,42 boulevard Soult N-S,300030172.0,42 boulevard Soult,12,48.8402,2.40889,391894,40.22313455814431,272,9743,2024-12-01,2026-01-18,12.04570929993841,0.08705604598645042,45.64171584856773,26.760014306151646,41.15604634322954,29.78488372093023,37.061281337047355,20.02857142857143,12e,Over-covered,7.526624613881214,1.0240784663676443,15.470766894457096,16.49484536082474,8.968220746943526,42 boulevard Soult N-S | 12e | Over-covered
300030173-353355291,77 boulevard Masséna SO-NE,300030173.0,77 boulevard Masséna,13,48.821204,2.368576,601883,61.77594170173458,404,9743,2024-12-01,2026-01-18,12.04570929993841,0.08705604598645042,70.7200230315244,39.5532904148784,63.3781076514603,43.76162790697674,56.266480965645314,30.4,13e,Over-covered,2.962558501162091,6.615805211782481,6.786256643887622,13.402061855670103,10.439503354508012,77 boulevard Masséna SO-NE | 13e | Over-covered
300030173-353355292,77 boulevard Masséna NE-SO,300030173.0,77 boulevard Masséna,13,48.821204,2.368576,255040,26.17674227650621,141,9743,2024-12-01,2026-01-18,12.04570929993841,0.08705604598645042,28.52022455736289,20.354077253218883,26.69333816075308,20.444767441860463,24.552460538532962,10.82857142857143,13e,Over-covered,2.962558501162091,6.615805211782481,6.786256643887622,13.402061855670103,10.439503354508012,77 boulevard Masséna NE-SO | 13e | Over-covered
300030219-353355786,81 boulevard Mortier N-S,300030219.0,81 boulevard Mortier,20,48.86922,2.408714,318024,32.64128091963461,181,9743,2024-12-01,2026-01-18,12.04570929993841,0.08705604598645042,35.838203541096874,24.698140200286122,33.221940622737144,26.959302325581394,30.59238625812442,14.485714285714286,20e,Over-covered,3.0073868293558057,-0.521139108721008,5.675778283978739,5.154639175257731,2.1472523459019257,81 boulevard Mortier N-S | 20e | Over-covered
300030219-353355787,81 boulevard Mortier S-N,300030219.0,81 boulevard Mortier,20,48.86922,2.408714,209641,21.517089192240583,161,9743,2024-12-01,2026-01-18,12.04570929993841,0.08705604598645042,23.598675687347058,16.34513590844063,22.012309920347573,16.761627906976745,19.64066852367688,9.114285714285714,20e,Over-covered,3.0073868293558057,-0.521139108721008,5.675778283978739,5.154639175257731,2.1472523459019257,81 boulevard Mortier S-N | 20e | Over-covered
300030250-353355931,98 boulevard Poniatowski SO-NE,300030250.0,98 boulevard Poniatowski,12,48.834624,2.405283,605987,62.19716719696192,375,9743,2024-12-01,2026-01-18,12.04570929993841,0.08705604598645042,67.63955664315532,48.67489270386266,63.477552498189716,49.372093023255815,57.64159702878366,26.4,12e,Over-covered,7.526624613881214,1.0240784663676443,15.470766894457096,16.49484536082474,8.968220746943526,98 boulevard Poniatowski SO-NE | 12e | Over-covered
300030250-353355932,98 boulevard Poniatowski NE-SO,300030250.0,98 boulevard Poniatowski,12,48.834624,2.405283,424216,43.54059324643334,335,9743,2024-12-01,2026-01-18,12.04570929993841,0.08705604598645042,48.81502806967036,30.435622317596568,44.722906106685976,31.087209302325583,39.195914577530175,20.6,12e,Over-covered,7.526624613881214,1.0240784663676443,15.470766894457096,16.49484536082474,8.968220746943526,98 boulevard Poniatowski NE-SO | 12e | Over-covered
300030271-353356061,Face au 49 boulevard du Général Martial Valin NO-SE,300030271.0,Face au 49 boulevard du Général Martial Valin,15,48.837055,2.274019,525697,54.08961827348492,387,9719,2024-12-01,2026-01-18,12.050246964395967,0.08717843177608561,63.05373393037701,31.894134477825464,55.22133526850508,41.32267441860465,50.401493930905694,26.457142857142856,15e,Over-covered,2.7656067757907845,2.260683058184407,8.048595292331056,10.309278350515463,7.543671574724678,Face au 49 boulevard du Général Martial Valin NO-SE | 15e | Over-covered
300030279-353356112,51 boulevard du Général Martial Valin SE-NO,300030279.0,51 boulevard du Général Martial Valin,15,48.837006,2.274824,603120,61.224241193787435,562,9851,2024-12-01,2026-01-18,11.985451776649747,0.08648730964467005,71.26457590876693,36.38892806770099,63.030910609857976,42.5014409221902,54.74954128440367,16.11764705882353,15e,Over-covered,2.7656067757907845,2.260683058184407,8.048595292331056,10.309278350515463,7.543671574724678,51 boulevard du Général Martial Valin SE-NO | 15e | Over-covered
